 (1.270938277244567871e+00+1.270830631256103516e+00j)  (-1.270025730133056641e+00-1.270847916603088379e+00j)  (1.270938038825988770e+00-1.270529866218566895e+00j)  (1.270917296409606934e+00-1.270937681198120117e+00j)
 (1.270911097526550293e+00-1.260166287422180176e+00j)  (1.270928621292114258e+00-1.270928144454956055e+00j)  (9.824355691671371460e-02-1.270937442779541016e+00j)  (1.270936965942382812e+00+1.270937442779541016e+00j)
 (1.270894289016723633e+00-1.268665552139282227e+00j)  (1.270923495292663574e+00-1.270772695541381836e+00j)  (-1.270654678344726562e+00-1.270362377166748047e+00j)  (1.270936727523803711e+00-1.270897626876831055e+00j)
 (-1.270938277244567871e+00-1.270928263664245605e+00j)  (-1.270937919616699219e+00+1.117589354515075684e+00j)  (-1.270937800407409668e+00+1.270934343338012695e+00j)  (1.270882844924926758e+00+1.270937085151672363e+00j)
 (1.270937085151672363e+00+1.270938158035278320e+00j)  (1.270934939384460449e+00+1.270937204360961914e+00j)  (1.270938038825988770e+00-9.498530626296997070e-01j)  (1.270853281021118164e+00+1.270938038825988770e+00j)
 (-1.270932555198669434e+00+1.270938277244567871e+00j)  (1.270937681198120117e+00-1.270758867263793945e+00j)  (1.270937323570251465e+00+1.270919561386108398e+00j)  (1.270930886268615723e+00+1.270113110542297363e+00j)
 (1.270937919616699219e+00+1.270922183990478516e+00j)  (1.270913124084472656e+00+1.270938038825988770e+00j)  (-1.270933866500854492e+00-1.270938158035278320e+00j)  (-1.254846572875976562e+00+1.270877480506896973e+00j)
 (-1.270938277244567871e+00+1.261850237846374512e+00j)  (-1.270937085151672363e+00+1.270936608314514160e+00j)  (-1.014405250549316406e+00+1.270937800407409668e+00j)  (-1.270937323570251465e+00+1.270937681198120117e+00j)
